sample_name	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	SubjectID	Location	SampleType	SampleCollectionWeek
N14_1_4	-1.5211527472538844	7.16596922934934	-1.0172518476136898	0.24141725684818705	1.1408803987923497	-0.3849994487773308	0.506389505557999	0.2198171116281319	-0.6982706610010526	0.3974212462987001	N14	UCMC	Stool	Week.1
N14_1_4	-1.5211527472538844	7.16596922934934	-1.0172518476136898	0.24141725684818705	1.1408803987923497	-0.3849994487773308	0.506389505557999	0.2198171116281319	-0.6982706610010526	0.3974212462987001	ZJH_N14	ZCH	Stool	Week.1
N14_2_2	-6.665153133933054	3.0015548866281425	-3.8101281756377245	0.26760666570147496	0.3174742886986908	0.42501192772529145	0.3635114544348286	0.5999436717262555	1.0466038203943338	1.050315630209941	N14	UCMC	Axilla	Week.3
N14_2_2	-6.665153133933054	3.0015548866281425	-3.8101281756377245	0.26760666570147496	0.3174742886986908	0.42501192772529145	0.3635114544348286	0.5999436717262555	1.0466038203943338	1.050315630209941	ZJH_N14	ZCH	Axilla	Week.3
N14_2_3	-0.15669808566093513	1.590685504330232	-4.373692070898516	0.923937760521377	1.7168561970020217	-0.5484463338519315	1.1997942510481132	2.391514263499711	-0.5690644334670216	0.044374687553195985	N14	UCMC	Groin	Week.3
N14_2_3	-0.15669808566093513	1.590685504330232	-4.373692070898516	0.923937760521377	1.7168561970020217	-0.5484463338519315	1.1997942510481132	2.391514263499711	-0.5690644334670216	0.044374687553195985	ZJH_N14	ZCH	Groin	Week.3
N14_2_4	3.5589842652398174	-0.6144003779772245	-3.5922682412000717	0.8506136808123403	2.8774316300775404	-2.5368142170257517	1.275910741295277	3.268281806855387	0.1418930597263619	-0.47276764173548863	N14	UCMC	Stool	Week.3
N14_2_4	3.5589842652398174	-0.6144003779772245	-3.5922682412000717	0.8506136808123403	2.8774316300775404	-2.5368142170257517	1.275910741295277	3.268281806855387	0.1418930597263619	-0.47276764173548863	ZJH_N14	ZCH	Stool	Week.3
N15_1_2	-5.7409706214163325	0.8223009233882309	-1.0227442992496734	-0.8141018494590105	0.6576952469168804	-0.6034324119928437	-0.5584552189209583	0.034450581571197736	-0.24844399895216912	0.3043460968880505	N15	UCMC	Axilla	Week.1
N15_1_2	-5.7409706214163325	0.8223009233882309	-1.0227442992496734	-0.8141018494590105	0.6576952469168804	-0.6034324119928437	-0.5584552189209583	0.034450581571197736	-0.24844399895216912	0.3043460968880505	ZJH_N15	ZCH	Axilla	Week.1
N15_1_3	-6.019476559470984	2.172769139285689	-2.986102229531184	0.7009552868970956	0.11281860378488534	-0.7095284358691712	0.5803802577036921	0.024094056299595157	1.7960162111604354	1.9557890739849617	N15	UCMC	Groin	Week.1
N15_1_4	9.29557112762713	-2.37137049962871	-1.1285482996607368	-0.3853452388400543	2.6463775687011966	-1.1072823438517136	0.03814985749895276	-0.20940686713294784	3.2135757707829113	3.0360156253316575	N15	UCMC	Stool	Week.1
N15_1_4	9.29557112762713	-2.37137049962871	-1.1285482996607368	-0.3853452388400543	2.6463775687011966	-1.1072823438517136	0.03814985749895276	-0.20940686713294784	3.2135757707829113	3.0360156253316575	ZJH_N15	ZCH	Stool	Week.1
N15_2_2	-7.776913773138036	4.241134130607629	-4.189960903726543	1.0276882512060759	-0.2424647080378628	0.046703081413689236	0.7087008212808386	0.2582218202864481	0.0757689045389149	-0.17781269731836954	N15	UCMC	Axilla	Week.3
N15_2_3	16.10853621304576	13.969172025003827	7.514047406109299	-1.351562596543934	9.66632991594443	-0.8694412288135794	5.711847470300472	3.0718751726396767	-0.17774726659116927	2.925397731192672	N15	UCMC	Groin	Week.3
